点数：12290
xmin:497110.02999878
xmax:497173.02999878
ymin:5419282.0
ymax:5419342.0
zmin:262.38000488
zmax:280.38000488

第一个格网单元(0,0,0)的点个数：0
第一个点的候选点数目：70
第一个点的k个点序号：[8248, 2, 12, 3, 10, 11]
所有点的邻域点平均距离均值: 0.7272960053894515
所有点的邻域点距离标准差均值: 0.1709730879529831
滤波后的点数: 11731
497165.33999634 5419330.0 265.23001099
497165.30999756 5419330.5 266.20001221
497165.33999634 5419331.0 266.04998779
497165.41000366 5419331.5 265.48001099
497165.41000366 5419332.0 265.39001465
497165.66000366 5419336.5 265.01000977
497165.69000244 5419337.0 264.95001221
497165.72000122 5419337.5 264.8500061
497165.75 5419338.0 264.79000854
497165.75 5419338.0 264.73001099
497165.77999878 5419338.5 264.70001221
497165.80999756 5419339.0 264.67001343
497165.83999634 5419339.5 264.57998657
497166.27999878 5419339.5 264.63000488
497166.25 5419339.0 264.67001343
497166.22000122 5419338.5 264.73001099
497166.19000244 5419338.0 264.76998901
497166.19000244 5419337.5 264.8500061
497166.16000366 5419337.0 264.92001343
497166.11999512 5419337.0 264.97000122
497165.88000488 5419331.5 265.14001465
497165.77999878 5419330.5 266.26000977
497165.77999878 5419330.5 265.79998779
497165.80999756 5419330.0 265.1000061
497165.77999878 5419329.5 265.07998657
497165.75 5419329.0 265.1000061
497165.47000122 5419324.0 266.26000977
497165.44000244 5419323.5 266.47000122
497165.41000366 5419323.0 266.73001099
497165.38000488 5419322.5 267.01000977
497165.33999634 5419322.0 267.17001343
497165.33999634 5419321.5 266.85998535
497165.30999756 5419321.5 266.76998901
497165.30999756 5419321.0 266.32998657
497165.27999878 5419320.5 266.70001221
497165.25 5419319.5 266.17001343
497165.25 5419319.0 266.07998657
497165.05999756 5419316.0 266.8500061
497165.02999878 5419315.5 266.8500061
497165.0 5419315.0 267.20001221
497165.02999878 5419314.5 265.92001343
497164.83999634 5419310.0 265.69000244
497164.75 5419309.0 265.79000854
497164.30999756 5419301.0 267.42001343
497164.88000488 5419299.5 267.20001221
497164.91000366 5419301.0 267.69000244
497165.38000488 5419309.0 265.82998657
497165.38000488 5419309.5 266.32000732
497165.44000244 5419310.5 266.57000732
497165.66000366 5419314.5 265.57998657
497165.61999512 5419315.0 267.3500061
497165.72000122 5419316.0 265.82000732
497165.88000488 5419319.5 266.19000244
497165.88000488 5419320.0 266.8500061
497165.88000488 5419320.5 267.26998901
497165.91000366 5419321.0 267.25
497165.97000122 5419321.5 266.70001221
497165.94000244 5419322.0 267.25
497165.97000122 5419322.5 267.17001343
497166.0 5419323.0 266.92001343
497166.05999756 5419323.5 266.26998901
497166.38000488 5419329.0 265.1000061
497166.41000366 5419329.5 265.10998535
497166.44000244 5419330.0 265.1000061
497166.44000244 5419330.0 265.17001343
497166.41000366 5419330.5 266.23001099
497166.47000122 5419331.0 265.41000366
497166.80999756 5419337.5 264.97000122
497166.83999634 5419338.0 264.88000488
497166.88000488 5419338.0 264.82000732
497166.88000488 5419338.5 264.75
497166.88000488 5419339.0 265.60998535
497166.91000366 5419331.0 265.39001465
497166.88000488 5419330.5 266.17001343
497166.88000488 5419330.0 265.29000854
497166.88000488 5419330.0 265.1000061
497166.83999634 5419329.5 265.1000061
497166.83999634 5419329.0 265.10998535
497166.52999878 5419323.0 265.92001343
497166.47000122 5419322.5 266.64001465
497166.44000244 5419322.0 266.89001465
497166.41000366 5419322.0 267.20001221
497166.38000488 5419321.0 267.04000854
497166.33999634 5419320.5 267.1000061
497166.19000244 5419316.0 265.69000244
497166.16000366 5419316.0 266.07000732
497166.08999634 5419315.0 267.32998657
497166.11999512 5419314.5 265.69000244
497165.83999634 5419310.0 266.82998657
497165.83999634 5419309.5 266.54000854
497165.83999634 5419309.0 266.47000122
497165.41000366 5419300.5 266.94000244
497165.38000488 5419300.0 267.26000977
497165.33999634 5419299.5 267.26000977
497165.80999756 5419296.0 267.22000122
497165.83999634 5419296.5 267.22000122
497166.44000244 5419308.5 266.97000122
497166.47000122 5419309.0 266.82000732
497166.5 5419309.5 266.54998779
497166.77999878 5419314.5 265.67001343
497167.5 5419329.0 265.14001465
497167.5 5419329.5 266.32000732
497167.5 5419330.0 266.39001465
497167.77999878 5419325.5 265.76000977
497167.66000366 5419323.0 265.73001099
497167.66000366 5419322.5 265.75
497167.25 5419314.5 266.35998535
497166.5 5419299.5 267.23001099
497166.47000122 5419299.0 267.23001099
497166.44000244 5419298.5 267.26000977
497166.44000244 5419298.0 267.23001099
497166.41000366 5419297.5 267.26000977
497166.38000488 5419297.0 267.10998535
497166.33999634 5419296.5 267.45001221
497166.30999756 5419296.0 267.17001343
497166.25 5419283.5 268.47000122
497166.88000488 5419295.5 268.04000854
497166.94000244 5419296.0 267.01998901
497166.94000244 5419296.5 267.1000061
497167.0 5419298.0 267.70001221
497167.88000488 5419315.5 267.26998901
497168.19000244 5419321.0 266.60998535
497168.72000122 5419322.0 266.69000244
497168.66000366 5419321.5 266.92001343
497168.69000244 5419321.0 265.8500061
497168.61999512 5419319.5 266.14001465
497168.58999634 5419319.0 266.20001221
497168.41000366 5419315.5 267.07000732
497168.38000488 5419315.5 267.26998901
497167.41000366 5419295.5 268.1000061
497166.91000366 5419285.5 268.48001099
497166.80999756 5419283.5 268.51998901
497167.30999756 5419282.0 268.51000977
497167.33999634 5419282.5 268.48001099
497167.38000488 5419283.0 268.51000977
497167.41000366 5419283.5 268.51000977
497167.41000366 5419284.0 268.57000732
497167.47000122 5419285.0 268.54000854
497167.5 5419286.0 268.51000977
497167.52999878 5419286.5 268.42001343
497167.55999756 5419287.0 268.25
497167.58999634 5419287.5 268.29000854
497167.61999512 5419288.0 268.29000854
497167.66000366 5419288.5 267.8500061
497167.72000122 5419290.0 268.23001099
497167.72000122 5419290.0 268.29000854
497167.75 5419290.5 268.35998535
497167.77999878 5419291.0 268.23001099
497167.80999756 5419291.5 268.17001343
497167.83999634 5419292.0 267.76998901
497167.83999634 5419292.5 268.07000732
497167.91000366 5419293.5 267.76000977
497169.02999878 5419314.5 265.98001099
497168.97000122 5419315.0 267.23001099
497169.0 5419315.5 267.20001221
497169.22000122 5419319.5 266.26000977
497169.27999878 5419320.5 266.70001221
497169.27999878 5419321.0 266.76998901
497169.30999756 5419321.5 266.79000854
497169.75 5419321.0 266.67001343
497169.52999878 5419315.5 266.23001099
497169.5 5419315.0 266.54000854
497168.97000122 5419304.5 266.6000061
497168.94000244 5419304.0 266.89001465
497168.91000366 5419303.5 267.3500061
497168.80999756 5419302.0 267.45001221
497168.58999634 5419297.5 268.04998779
497168.5 5419296.0 268.26998901
497168.41000366 5419293.5 267.85998535
497168.33999634 5419292.0 267.95001221
497168.25 5419290.5 268.47000122
497168.25 5419290.5 268.32000732
497168.22000122 5419290.0 268.29000854
497168.22000122 5419289.5 268.20001221
497168.19000244 5419289.0 268.10998535
497167.91000366 5419283.0 268.01000977
497167.88000488 5419282.5 268.13000488
497167.88000488 5419282.0 268.1000061
497168.80999756 5419289.0 268.10998535
497168.83999634 5419289.5 268.17001343
497168.83999634 5419290.0 268.25
497168.88000488 5419290.5 268.26998901
497169.05999756 5419293.5 267.8500061
497169.05999756 5419294.0 268.14001465
497169.11999512 5419295.5 268.3500061
497169.16000366 5419296.0 268.19000244
497169.44000244 5419301.5 267.54000854
497169.5 5419302.5 267.51000977
497169.52999878 5419303.0 267.29998779
497169.58999634 5419304.0 266.92001343
497169.94000244 5419301.5 267.72000122
497169.75 5419296.5 267.07998657
497169.69000244 5419296.0 267.6000061
497169.66000366 5419295.5 267.79000854
497169.61999512 5419295.0 268.14001465
497169.58999634 5419294.5 268.1000061
497169.44000244 5419290.5 268.1000061
497169.41000366 5419290.0 268.1000061
497169.38000488 5419290.0 267.95001221
497169.38000488 5419289.5 268.01998901
497169.94000244 5419289.0 268.16000366
497110.37999725 5419341.0 272.44000244
497110.33999634 5419340.5 272.75
497110.30999756 5419340.0 273.1000061
497110.27999878 5419339.5 273.48001099
497110.25 5419339.0 273.82000732
497110.22000122 5419338.5 274.14001465
497110.19000244 5419338.0 274.48001099
497110.16000366 5419337.5 274.82000732
497110.12000275 5419337.0 275.14001465
497110.08999634 5419336.5 275.5
497110.08999634 5419336.0 275.51000977
497110.05999756 5419335.5 275.20001221
497110.05999756 5419335.5 274.92001343
497110.05999756 5419335.0 274.63000488
497110.05999756 5419334.5 274.3500061
497110.05999756 5419334.0 274.04998779
497110.05999756 5419333.5 273.76998901
497110.02999878 5419333.5 273.51000977
497110.02999878 5419333.0 273.23001099
497110.02999878 5419332.5 272.92001343
497110.02999878 5419332.0 272.67001343
497110.02999878 5419331.5 272.38000488
497110.02999878 5419331.5 272.1000061
497110.12000275 5419330.5 268.0
497110.12000275 5419330.0 267.88000488
497110.08999634 5419329.5 268.01000977
497110.08999634 5419329.0 267.95001221
497110.05999756 5419328.5 267.88000488
497110.05999756 5419328.5 267.89001465
497110.58999634 5419322.0 269.01000977
497110.69000244 5419324.5 269.32000732
497110.72000122 5419325.0 269.13000488
497110.75 5419325.5 269.20001221
497110.75 5419326.0 269.75
497110.77999878 5419326.5 269.41000366
497110.97000122 5419329.5 267.54000854
497111.0 5419330.0 267.44000244
497110.87999725 5419331.0 271.91000366
497110.87999725 5419331.5 272.20001221
497110.87999725 5419332.0 272.48001099
497110.91000366 5419332.0 272.76000977
497110.91000366 5419332.5 273.07000732
497110.91000366 5419333.0 273.32000732
497110.91000366 5419333.5 273.64001465
497110.91000366 5419334.0 273.91000366
497110.91000366 5419334.5 274.22000122
497110.94000244 5419334.5 274.51000977
497110.94000244 5419335.0 274.79000854
497110.94000244 5419335.5 275.07000732
497110.94000244 5419336.0 275.38000488
497110.97000122 5419336.5 275.63000488
497111.0 5419337.0 275.23001099
497111.02999878 5419337.5 274.85998535
497111.05999756 5419338.0 274.51000977
497111.08999634 5419338.5 274.22000122
497111.12000275 5419339.0 273.85998535
497111.16000366 5419339.5 273.5
497111.19000244 5419340.0 273.14001465
497111.22000122 5419340.0 272.76998901
497111.25 5419340.5 272.47000122
497111.27999878 5419341.0 272.1000061
497111.30999756 5419341.5 271.76998901
497111.91000366 5419341.5 271.79000854
497111.87999725 5419341.0 272.10998535
497111.83999634 5419340.5 272.47000122
497111.80999756 5419340.5 272.79000854
497111.77999878 5419340.0 273.14001465
497111.75 5419339.5 273.51000977
497111.72000122 5419339.0 273.73001099
497111.66000366 5419338.0 274.5
497111.62000275 5419337.5 274.82000732
497111.58999634 5419337.0 275.20001221
497111.55999756 5419336.5 275.57000732
497111.52999878 5419336.0 275.42001343
497111.52999878 5419335.5 275.10998535
497111.52999878 5419335.0 274.8500061
497111.52999878 5419334.5 274.54000854
497111.52999878 5419334.5 274.26000977
497111.5 5419334.0 274.0
497111.5 5419333.5 273.70001221
497111.5 5419333.0 273.42001343
497111.5 5419332.5 273.13000488
497111.5 5419332.5 272.8500061
497111.5 5419332.0 272.57000732
497111.47000122 5419331.5 272.29000854
497111.47000122 5419331.0 272.01000977
497111.62000275 5419331.0 267.94000244
497111.58999634 5419330.5 268.04000854
497111.58999634 5419330.0 267.66000366
497111.55999756 5419329.5 267.89001465
497111.55999756 5419329.0 267.85998535
497111.5 5419328.5 268.25
497111.37999725 5419327.0 270.26998901
497111.37999725 5419326.5 270.20001221
497111.33999634 5419326.0 270.42001343
497111.33999634 5419325.5 269.73001099
497111.33999634 5419325.0 269.70001221
497111.33999634 5419325.0 269.1000061
497111.30999756 5419324.5 269.23001099
497111.27999878 5419324.0 269.39001465
497111.25 5419323.5 270.13000488
497111.22000122 5419323.0 270.20001221
497111.22000122 5419322.0 269.79000854
497111.19000244 5419321.5 269.97000122
497110.30999756 5419300.5 271.39001465
497110.27999878 5419300.0 271.89001465
497110.25 5419299.5 271.79000854
497110.25 5419299.5 271.73001099
497110.22000122 5419299.0 271.72000122
497110.22000122 5419298.5 271.73001099
497110.19000244 5419298.0 271.72000122
497110.19000244 5419297.5 271.70001221
497110.16000366 5419297.0 271.60998535
497110.16000366 5419296.5 271.6000061
497110.12000275 5419296.0 271.57000732
497110.12000275 5419295.5 271.6000061
497110.08999634 5419295.0 271.57000732
497110.08999634 5419294.5 271.54000854
497110.05999756 5419294.5 271.51998901
497110.02999878 5419294.0 271.48001099
497110.02999878 5419293.5 271.48001099
497110.58999634 5419287.5 269.92001343
497110.62000275 5419288.0 270.01000977
497110.69000244 5419289.5 270.47000122
497110.69000244 5419290.0 270.8500061
497110.69000244 5419290.5 271.20001221
497110.69000244 5419291.0 271.57000732
497110.69000244 5419291.5 272.04000854
497110.72000122 5419292.0 272.01000977
497110.72000122 5419292.0 272.04000854
497110.75 5419292.5 272.07000732
497110.77999878 5419293.0 272.04998779
497110.77999878 5419293.5 272.1000061
497110.80999756 5419294.0 272.1000061
497110.80999756 5419294.5 272.16000366
497110.83999634 5419295.0 272.22000122
497110.83999634 5419295.5 272.22000122
497110.87999725 5419296.0 272.23001099
497110.91000366 5419296.5 272.26000977
497110.91000366 5419297.0 272.26998901
497110.94000244 5419297.0 272.32000732
497110.94000244 5419297.5 272.3500061
497110.97000122 5419298.0 272.3500061
497110.97000122 5419298.5 272.35998535
497111.0 5419299.0 272.3500061
497111.02999878 5419299.5 272.35998535
497111.05999756 5419300.0 272.0
497111.08999634 5419300.5 271.54998779
497111.12000275 5419301.0 271.10998535
497111.47000122 5419308.5 269.92001343
497111.52999878 5419309.0 268.69000244
497111.52999878 5419309.5 269.38000488
497111.97000122 5419321.5 270.57000732
497111.97000122 5419322.0 272.07000732
497112.19000244 5419324.0 268.67001343
497112.19000244 5419325.0 269.6000061
497112.16000366 5419325.5 270.07000732
497112.16000366 5419326.0 270.66000366
497112.19000244 5419326.5 270.29000854
497112.22000122 5419326.5 269.97000122
497112.25 5419327.0 269.79000854
497112.30999756 5419328.0 268.88000488
497112.33999634 5419331.0 271.88000488
497112.33999634 5419331.5 272.17001343
497112.33999634 5419331.5 272.47000122
497112.33999634 5419332.0 272.72000122
497112.33999634 5419332.5 273.01000977
497112.37999725 5419333.0 273.29000854
497112.37999725 5419333.5 273.57000732
497112.37999725 5419333.5 273.8500061
497112.37999725 5419334.0 274.14001465
497112.37999725 5419334.5 274.45001221
497112.41000366 5419335.0 274.70001221
497112.41000366 5419335.5 275.01000977
497112.41000366 5419335.5 275.26000977
497112.41000366 5419336.0 275.57000732
497112.44000244 5419336.5 275.32998657
497112.47000122 5419337.0 275.01000977
497112.5 5419337.5 274.66000366
497112.62000275 5419338.5 272.85998535
497112.58999634 5419339.0 273.63000488
497112.62000275 5419339.5 273.29000854
497112.66000366 5419340.0 272.95001221
497112.69000244 5419340.5 272.67001343
497112.72000122 5419341.0 272.32998657
497112.75 5419341.5 272.01000977
497113.33999634 5419341.5 271.72000122
497113.30999756 5419341.5 272.07000732
497113.27999878 5419341.0 272.39001465
497113.25 5419340.5 272.69000244
497113.22000122 5419340.0 273.04000854
497113.19000244 5419339.5 273.32000732
497113.16000366 5419339.0 273.70001221
497113.12000275 5419338.5 274.04000854
497113.12000275 5419338.0 274.32998657
497113.08999634 5419337.5 274.63000488
497113.05999756 5419337.0 274.95001221
497113.02999878 5419336.5 275.29000854
497113.0 5419336.0 275.67001343
497113.0 5419336.0 275.3500061
497112.97000122 5419335.5 275.07998657
497112.97000122 5419335.0 274.82998657
497112.97000122 5419334.5 274.51998901
497112.97000122 5419334.5 274.29000854
497112.97000122 5419334.0 274.01000977
497112.97000122 5419333.5 273.72000122
497112.94000244 5419333.0 273.48001099
497112.94000244 5419333.0 273.20001221
497112.94000244 5419332.5 272.92001343
497112.94000244 5419332.0 272.67001343
497112.94000244 5419331.5 272.38000488
497112.94000244 5419331.0 272.1000061
497112.91000366 5419331.0 271.88000488
497112.87999725 5419327.0 269.13000488
497112.80999756 5419326.0 269.3500061
497112.75 5419325.5 270.51000977
497112.77999878 5419325.0 269.94000244
497112.77999878 5419324.5 269.41000366
497112.75 5419324.5 269.57000732
497112.58999634 5419322.5 271.6000061
497112.62000275 5419322.0 270.82000732
497112.44000244 5419318.5 271.73001099
497112.41000366 5419318.0 272.13000488
497112.37999725 5419317.5 272.51000977
497112.33999634 5419317.0 272.89001465
497112.30999756 5419316.5 273.26000977
497112.27999878 5419316.0 273.64001465
497112.25 5419315.5 274.0
497112.22000122 5419315.0 274.41000366
497112.19000244 5419314.5 274.76000977
497112.16000366 5419309.0 269.45001221
497112.16000366 5419308.5 269.54998779
497112.12000275 5419308.5 269.32000732
497112.12000275 5419308.0 269.20001221
497111.77999878 5419301.0 271.01000977
497111.75 5419300.5 271.44000244
497111.72000122 5419300.0 271.82000732
497111.69000244 5419299.5 272.23001099
497111.69000244 5419299.0 271.54998779
497111.66000366 5419298.5 271.57000732
497111.66000366 5419298.0 271.57000732
497111.62000275 5419297.5 272.04998779
497111.62000275 5419297.0 271.54998779
497111.58999634 5419296.5 271.54000854
497111.58999634 5419296.0 271.54998779
497111.55999756 5419296.0 271.57000732
497111.52999878 5419295.5 271.60998535
497111.52999878 5419295.0 271.70001221
497111.5 5419294.5 271.76000977
497111.47000122 5419294.0 271.76000977
497111.47000122 5419293.5 271.73001099
497111.44000244 5419293.0 271.70001221
497111.44000244 5419292.5 271.6000061
497111.41000366 5419292.0 271.76000977
497111.37999725 5419292.0 272.32000732
497111.37999725 5419291.5 271.92001343
497111.37999725 5419291.0 271.54998779
497111.37999725 5419290.5 271.17001343
